callsign,velocity,baro_altitude,geo_altitude
JEI222  ,217.48,11750.04,12192.0
CMP246  ,217.44,7383.78,7795.26
SWR32F  ,217.39,10012.68,10469.88
MAS2584 ,217.39,11277.6,11986.26
RYR32LA ,217.36,11277.6,11780.52
ANE88MB ,217.3,9456.42,9860.28
EXS14RT ,217.23,11582.4,12039.6
CCA764  ,217.22,7505.7,8001.0
AXM6332 ,217.22,8839.2,9395.46
RYR838N ,217.22,10675.62,10965.18
EWG62M  ,217.12,11277.6,11811.0
SWA397  ,217.11,7452.36,7886.7
RYR4MD  ,217.08,10347.96,10843.26
AFR1555 ,217.08,7536.18,7901.94
TAP1031 ,217.06,11277.6,11887.2
PGT8JL  ,217.02,10355.58,10767.06
TRA3C   ,216.95,11582.4,12039.6
CNM1235 ,216.9,8412.48,8884.92
CXA8841 ,216.9,7360.92,7856.22
OKELD   ,216.89,13106.4,13495.02
EZY81AR ,216.89,8008.62,8397.24
EZY92FQ ,216.88,10675.62,11087.1
TRA74U  ,216.88,10972.8,11422.38
AFR64LP ,216.85,10972.8,11414.76
UNI137  ,216.85,5105.4,5364.48
AAL1340 ,216.82,6911.34,7315.2
LOT2KT  ,216.81,11163.3,11567.16
FDX1542 ,216.78,6400.8,6789.42
IGO764  ,216.76,8046.72,8458.2
AVA086  ,216.74,8237.22,8694.42
THY8ZQ  ,216.73,10363.2,10759.44
TAR635  ,216.73,10675.62,11140.44
AFL1463 ,216.73,10972.8,11102.34
RYR2FH  ,216.7,11590.02,12009.12
RYR21WB ,216.69,11277.6,11673.84
RYR2UR  ,216.69,9753.6,10271.76
RYR26UL ,216.68,9989.82,10408.92
GCK29   ,216.68,11193.78,11658.6
RAM8689 ,216.68,10050.78,10393.68
UAL2225 ,216.68,9311.64,9814.56
OAV303  ,216.57,13106.4,13533.12
RYR97SM ,216.57,11277.6,11711.94
AHY8119 ,216.53,8061.96,8641.08
THY9AJ  ,216.52,10668.0,11170.92
AAL2951 ,216.5,6096.0,6431.28
DAL2510 ,216.46,10424.16,11033.76
EJA443  ,216.45,12192.0,12885.42
WZZ17JZ ,216.44,10675.62,11094.72
SWR502V ,216.39,8884.92,9220.2
EXS55EC ,216.38,10363.2,10866.12
EXS29DE ,216.35,8557.26,9121.14
PGT8TN  ,216.34,9753.6,10149.84
IBE08FG ,216.31,10972.8,11483.34
UAL2491 ,216.31,12192.0,12893.04
SAZ54   ,216.31,8923.02,9334.5
DAL2124 ,216.29,7315.2,7749.54
VOE68NR ,216.28,9105.9,9715.5
EZY14MZ ,216.26,6614.16,6949.44
HRN221  ,216.22,10972.8,11384.28
TAM3474 ,216.21,9723.12,10241.28
EZY43UG ,216.2,11574.78,12031.98
SIA137  ,216.17,10668.0,11323.32
BRU939  ,216.13,9753.6,9601.2
RYR68DR ,216.12,9136.38,9555.48
IGO1083 ,216.12,11887.2,12565.38
RYR95JU ,216.09,11277.6,11803.38
PGT6VM  ,216.07,10980.42,11468.1
MXD324  ,216.0,7315.2,7749.54
SWR330P ,215.99,10972.8,11422.38
JAF80V  ,215.89,11582.4,12031.98
IBE06CC ,215.88,7010.4,7437.12
EXS5DK  ,215.88,10972.8,11559.54
RYR11GY ,215.85,11597.64,12016.74
WZZ36CJ ,215.83,11582.4,12268.2
LHX9931 ,215.78,11262.36,11658.6
AAL417  ,215.74,5821.68,6172.2
EJU67VX ,215.74,8923.02,9364.98
EJU31ZL ,215.72,11582.4,12070.08
EZY51WD ,215.72,10980.42,11468.1
VOE80HE ,215.62,10972.8,11498.58
UAL2164 ,215.59,10363.2,10972.8
T7CMG   ,215.59,10668.0,11056.62
VOE4BU  ,215.59,8831.58,9296.4
BEL1VC  ,215.58,10965.18,11414.76
RUK1A   ,215.53,11277.6,11658.6
FDB549  ,215.53,7947.66,8343.9
RPA4642 ,215.51,7711.44,8168.64
UAL351  ,215.5,10363.2,11003.28
RYR9MR  ,215.48,10058.4,10469.88
RYR61WY ,215.48,11277.6,11635.74
ENT4202 ,215.46,11262.36,11666.22
VJC5531 ,215.45,6789.42,7162.8
EIN404  ,215.44,10675.62,11026.14
PGT4809 ,215.42,11346.18,12161.52
VOZ1404 ,215.41,11582.4,11734.8
CES7322 ,215.4,6583.68,6949.44
KAL1209 ,215.37,6096.0,6499.86
FDX1879 ,215.35,5608.32,5974.08
CGVVS   ,215.34,9083.04,9509.76
IGO1862 ,215.33,11285.22,11894.82
WMT4216 ,215.33,9296.4,9723.12
UAE81W  ,215.31,10058.4,10530.84
FDX1770 ,215.28,10363.2,10949.94
AFL1486 ,215.28,10066.02,10104.12
SKQ53   ,215.28,7330.44,7772.4
FLE521  ,215.27,10972.8,11559.54
CSN625  ,215.23,7307.58,7780.02
RPA4587 ,215.23,8229.6,8702.04
FIN96W  ,215.22,9144.0,9334.5
TRA40R  ,215.2,5006.34,5250.18
BAW507  ,215.19,6096.0,6507.48
VLG7BQ  ,215.14,9753.6,10241.28
BTI28P  ,215.12,10668.0,11148.06
NSZ2KT  ,215.1,10972.8,11224.26
BAW413N ,215.09,9745.98,10149.84
ENY4194 ,215.04,9563.1,10172.7
Unknown,214.99,9105.9,9601.2
EZY71HC ,214.98,11277.6,11719.56
AXM584  ,214.96,8839.2,9395.46
EJU39NE ,214.95,10668.0,11132.82
BAW777C ,214.95,10972.8,11399.52
RYS7267 ,214.94,10668.0,11254.74
RYR17KD ,214.94,8420.1,8862.06
AAL376  ,214.92,5989.32,6355.08
AWG4130 ,214.91,6926.58,7315.2
EJU71GP ,214.9,11285.22,11750.04
DAH4063 ,214.85,12199.62,12854.94
EJU421K ,214.82,4122.42,4389.12
CFG5MT  ,214.8,10058.4,10439.4
SAS531  ,214.77,11582.4,12016.74
RYR28QA ,214.75,11277.6,11628.12
SXS8BB  ,214.74,10050.78,10553.7
NIA191  ,214.69,7216.14,7734.3
LOT4PM  ,214.68,11277.6,11666.22
TRA6975 ,214.64,10675.62,11087.1
NSZ1KS  ,214.64,10972.8,11506.2
AIZ416  ,214.61,10660.38,11422.38
EWG60B  ,214.61,11887.2,12291.06
DAL1330 ,214.59,10370.82,10949.94
RAM1673 ,214.57,11887.2,12245.34
KLM26L  ,214.56,4297.68,4511.04
SAS67W  ,214.53,10972.8,11277.6
CJT937  ,214.51,12192.0,12679.68
JST956  ,214.49,10370.82,10416.54
BEL9QH  ,214.48,7947.66,8290.56
SAS2545 ,214.48,11582.4,11963.4
JIA5046 ,214.42,6408.42,6736.08
EZY72CE ,214.39,10972.8,11559.54
DLH2VU  ,214.39,8709.66,9037.32
RYR38HV ,214.37,11277.6,11788.14
RYR52SV ,214.37,11887.2,12313.92
IBE04MD ,214.35,6134.1,6484.62
TVF74FK ,214.34,11582.4,12085.32
RYR8185 ,214.26,10972.8,11597.64
CRK284  ,214.23,9677.4,10347.96
EJU62TY ,214.21,11277.6,11681.46
VLG66XQ ,214.19,11277.6,11887.2
EJU98FK ,214.16,11262.36,11681.46
WJA1598 ,214.14,6438.9,6835.14
UPS952  ,214.11,11590.02,12245.34
UPS970  ,214.11,12192.0,12733.02
MAC264  ,214.09,10668.0,11170.92
RYR2JK  ,214.08,9448.8,9799.32
DAL2596 ,214.08,6217.92,6545.58
VOE2385 ,214.04,10980.42,11391.9
EZY32XR ,214.02,10972.8,11422.38
MXD352  ,214.0,10668.0,11330.94
EJU463D ,214.0,8839.2,9311.64
KLM1678 ,213.99,11582.4,12009.12
AXB712  ,213.99,11887.2,12611.1
FIA5321 ,213.94,8938.26,9349.74
UAL2441 ,213.89,10363.2,10904.22
N286SJ  ,213.88,8206.74,8717.28
TKJ6AT  ,213.8,6172.2,6454.14
RYR79PR ,213.77,11582.4,11986.26
FFM2574 ,213.76,11269.98,11993.88
AAL1011 ,213.73,6918.96,7330.44
CSZ9090 ,213.66,10088.88,10782.3
RYR4771 ,213.62,10972.8,11315.7
RYR79DL ,213.62,11277.6,11689.08
EAF2054 ,213.55,5410.2,5699.76
VOE1XV  ,213.52,11582.4,12100.56
THA046  ,213.51,5143.5,5433.06
RYR5349 ,213.5,11582.4,12176.76
AEE7RN  ,213.5,7399.02,7589.52
QLK1990 ,213.48,10363.2,10477.5
RJA551  ,213.46,11597.64,12252.96
RYR69WT ,213.45,9883.14,10271.76
UAL729  ,213.44,11315.7,11986.26
AEE6WO  ,213.38,6233.16,6507.48
TVS3CE  ,213.38,11277.6,11750.04
VLG7ZR  ,213.35,9403.08,9845.04
VLG8JV  ,213.34,5638.8,5920.74
IBE03PP ,213.32,11247.12,11833.86
SVA227  ,213.32,9364.98,9829.8
OCN1PJ  ,213.31,10660.38,11109.96
MXD312  ,213.28,8534.4,9052.56
THY1JB  ,213.14,10363.2,10927.08
TCCJA   ,213.1,7193.28,7757.16
DAL2611 ,213.09,6705.6,7056.12
GLG7374 ,213.05,10972.8,11209.02
AAL2918 ,213.0,6705.6,7109.46
UAE7AM  ,212.99,9669.78,10157.46
FDX1498 ,212.98,4968.24,5242.56
AXM6045 ,212.98,5935.98,6278.88
TRA72V  ,212.95,11871.96,12237.72
AAL1700 ,212.95,7155.18,7620.0
VJH387  ,212.92,10728.96,11148.06
DAL3105 ,212.92,7757.16,8229.6
UPS838  ,212.92,10972.8,11574.78
KMM101  ,212.9,11277.6,11681.46
EIN4GV  ,212.9,8793.48,9227.82
EZY78AL ,212.89,7292.34,7612.38
EJU96WZ ,212.88,11887.2,12313.92
AEA84SQ ,212.88,5943.6,6286.5
TNO7086 ,212.83,7018.02,7452.36
BAW249  ,212.82,10363.2,10858.5
CSN3038 ,212.82,6301.74,6728.46
RYR49MC ,212.79,11582.4,12054.84
VLG593E ,212.79,9601.2,10088.88
RYR775W ,212.79,10058.4,10561.32
FDX1573 ,212.76,10980.42,11650.98
JRT60   ,212.76,7749.54,8237.22
NSZ5379 ,212.74,11887.2,12283.44
THY7BG  ,212.73,11582.4,12024.36
PGT6QX  ,212.7,8039.1,8397.24
RYR3DP  ,212.67,10668.0,10988.04
DAL2662 ,212.63,7010.4,7399.02
SBI3749 ,212.55,10355.58,11041.38
EXS2L   ,212.49,10347.96,10828.02
FIE478  ,212.47,10363.2,10980.42
DAL1641 ,212.38,6621.78,6979.92
RYR71XA ,212.37,10363.2,10866.12
AAL2711 ,212.31,6560.82,6934.2
NJE325C ,212.3,12496.8,12969.24
AVA154  ,212.27,10378.44,10690.86
UAE1GP  ,212.25,9372.6,9867.9
CFG2090 ,212.23,6164.58,6461.76
SWR8LY  ,212.2,10896.6,11430.0
FIN4PT  ,212.19,11582.4,11811.0
WZZ976  ,212.16,10668.0,11056.62
SWR171T ,212.13,9700.26,10165.08
CMP407  ,212.1,7056.12,7475.22
RYR377V ,212.07,10668.0,11064.24
AFR91MM ,212.03,11277.6,11696.7
NJE142V ,212.03,12496.8,12923.52
N806JS  ,212.03,13716.0,14394.18
THA216  ,212.01,10546.08,11262.36
QFA496  ,212.0,8450.58,8503.92
AAL3206 ,211.99,8534.4,9067.8
IGO6807 ,211.98,7726.68,8183.88
RYR8337 ,211.97,10972.8,11483.34
CSC8706 ,211.97,5090.16,5402.58
JJP984  ,211.94,7117.08,7627.62
BAW74E  ,211.92,11269.98,11696.7
RYR24RR ,211.9,10607.04,10972.8
MXD171  ,211.88,9288.78,9852.66
CKS613  ,211.87,4320.54,4358.64
CPA2026 ,211.79,6111.24,6507.48
FHY716  ,211.78,10721.34,11041.38
BTI42U  ,211.77,10965.18,11521.44
CSN5329 ,211.77,10393.68,11026.14
RYR7YZ  ,211.67,9144.0,9540.24
AMX799  ,211.67,6233.16,6629.4
T7ONEX  ,211.54,7277.1,7688.58
Unknown,211.53,9784.08,9601.2
KZR910  ,211.5,7482.84,7863.84
THY2PE  ,211.49,5692.14,5989.32
N90KM   ,211.46,10363.2,11010.9
CJT573  ,211.44,10995.66,11407.14
Unknown,211.37,9105.9,9601.2
OYO2    ,211.36,9105.9,9601.2
CHX62   ,211.36,9105.9,9601.2
MEA218  ,211.35,7010.4,7330.44
TAP223  ,211.31,8412.48,8953.5
AXB2545 ,211.28,7703.82,8153.4
AAL2617 ,211.27,6057.9,6408.42
AUA784  ,211.27,8526.78,8823.96
TVS9Q6  ,211.26,10066.02,10454.64
EWG8ZX  ,211.24,9997.44,10363.2
TWB735  ,211.22,5486.4,5836.92
GAF797  ,211.22,11277.6,11757.66
AAL734  ,211.21,9852.66,10210.8
CSN3988 ,211.21,9784.08,10386.06
AFR22FY ,211.18,10972.8,11460.48
EJU86QA ,211.15,11887.2,12298.68
ASA377  ,211.13,4274.82,4495.8
DAH2700 ,211.13,10668.0,11201.4
LZB477  ,211.09,7680.96,8008.62
SWA3332 ,211.09,10972.8,11643.36
UCA4922 ,211.04,4983.48,5303.52
VVV131  ,211.03,13106.4,13540.74
EJU53HU ,211.03,11574.78,11978.64
LXJ339  ,211.0,6362.7,6736.08
EZY89PA ,210.95,11582.4,12047.22
EZY21XC ,210.94,11582.4,12024.36
JBU311  ,210.87,10972.8,11544.3
RYR5385 ,210.84,10363.2,10797.54
KLM25C  ,210.79,5958.84,6248.4
LPE2469 ,210.76,6995.16,7429.5
N703FS  ,210.75,12496.8,13060.68
DAL16   ,210.7,6720.84,7033.26
CFE85XP ,210.66,10668.0,11064.24
RYR57DQ ,210.65,11277.6,11635.74
BFF21   ,210.59,11582.4,12138.66
EZY75UJ ,210.51,10972.8,11391.9
WZZ6KG  ,210.5,10668.0,11033.76
EFW64C  ,210.48,10363.2,10843.26
EJU97WN ,210.47,8549.64,8892.54
WJA567  ,210.44,10972.8,11551.92
FIA511  ,210.38,10454.64,10782.3
TRA285B ,210.38,10058.4,10485.12
UAL261  ,210.37,10363.2,10873.74
CSN6303 ,210.35,9791.7,10347.96
RYR26UP ,210.34,7208.52,7574.28
EZY89QM ,210.33,11894.82,12283.44
RYR3611 ,210.27,6019.8,6339.84
MSR781  ,210.26,10370.82,10797.54
UAL532  ,210.17,10972.8,11597.64
N892D   ,210.09,7178.04,7589.52
WUK1KM  ,210.08,9075.42,9479.28
IBE06ZZ ,210.07,10675.62,11178.54
RYR51WC ,210.06,10226.04,10637.52
EZY178V ,210.03,7917.18,8290.56
WZZ44ZV ,210.02,10363.2,10828.02
ANA311  ,210.0,6103.62,6576.06
CAL054  ,210.0,13106.4,13411.2
ARE4148 ,209.99,7711.44,7680.96
ITY1174 ,209.99,10972.8,11490.96
KLM84M  ,209.97,7620.0,7962.9
LAN715  ,209.96,11582.4,12169.14
EZY24GK ,209.9,11910.06,12313.92
ABY398  ,209.89,5356.86,5646.42
RYR5UJ  ,209.87,11582.4,11963.4
SWA1326 ,209.86,6987.54,7391.4
SAS62N  ,209.84,10058.4,10454.64
EDV5270 ,209.84,5486.4,5737.86
EJU163Q ,209.81,9966.96,10386.06
NBT30T  ,209.81,7741.92,8084.82
KZR869  ,209.81,10378.44,10911.84
RYR25TN ,209.76,10972.8,11422.38
SAS2513 ,209.74,11590.02,11978.64
UAL749  ,209.74,10363.2,10820.4
EDV5474 ,209.73,9745.98,10218.42
EJU41DC ,209.73,10187.94,10538.46
RYR85PV ,209.7,11277.6,11750.04
NOS2671 ,209.66,10363.2,10820.4
VOI1001 ,209.66,7223.76,7673.34
NSZ37F  ,209.53,11277.6,11689.08
VJT407  ,209.47,6416.04,6774.18
EZY36JG ,209.47,8839.2,9212.58
KLM1138 ,209.43,7277.1,7604.76
ITY085  ,209.4,6560.82,6964.68
DAL393  ,209.4,5600.7,5935.98
UPS9753 ,209.4,4213.86,4434.84
ASA111  ,209.39,9753.6,10066.02
NJE036C ,209.36,10363.2,10850.88
THY2522 ,209.36,10058.4,10622.28
AAL908  ,209.36,6758.94,7162.8
Unknown,209.31,8039.1,7993.38
EJU84EQ ,209.29,6164.58,6591.3
BEL4NK  ,209.28,7414.26,7764.78
FIX003  ,209.28,10363.2,10835.64
NWK1623 ,209.27,9753.6,9936.48
AFR1854 ,209.26,10073.64,10546.08
RYR69EH ,209.26,11277.6,11772.9
EDV4939 ,209.26,6766.56,7155.18
THY7TW  ,209.23,5806.44,6019.8
AXM6130 ,209.23,6705.6,7117.08
EXS24XV ,209.23,6256.02,6713.22
DAL2953 ,209.21,5867.4,6233.16
QLK813D ,209.2,7612.38,7894.32
SHT17L  ,209.18,6454.14,6774.18
TDR124  ,209.17,5052.06,5326.38
JBU254  ,209.13,5120.64,5394.96
VJT401  ,209.08,7917.18,8351.52
RYR13YY ,209.08,10972.8,11315.7
SAS1804 ,209.07,10972.8,11460.48
BTK7503 ,209.06,7863.84,8412.48
TVF64TU ,209.0,6858.0,7299.96
EUK935  ,208.91,5806.44,6073.14
WMT193  ,208.9,11887.2,12420.6
THY2XG  ,208.9,9235.44,9723.12
RYR43HJ ,208.83,11887.2,12359.64
BAW791G ,208.75,11582.4,11948.16
EJU35CQ ,208.72,10972.8,11468.1
RYR10LP ,208.66,9144.0,9631.68
UAL1030 ,208.66,9753.6,10256.52
MAL7079 ,208.6,11590.02,12039.6
AEA1082 ,208.59,10668.0,11117.58
CSZ105  ,208.55,7315.2,7741.92
ENY3751 ,208.51,10363.2,10988.04
ZODIAC74,208.51,7581.9,7932.42
CTV923  ,208.49,8839.2,9403.08
BAW536  ,208.47,11277.6,11696.7
KLM65B  ,208.46,10668.0,11041.38
SWR139K ,208.35,6736.08,7078.98
ARG1141 ,208.35,12184.38,12801.6
FJO54A  ,208.35,7406.64,7802.88
DLH1YX  ,208.33,8511.54,8915.4
HBVAD   ,208.32,12496.8,12900.66
EIN504  ,208.24,7109.46,7429.5
BTI4DK  ,208.22,7353.3,7665.72
WJA67   ,208.21,10058.4,10454.64
RYR79UL ,208.17,11277.6,11780.52
EZY64YQ ,208.15,10972.8,11452.86
Unknown,208.14,6195.06,6560.82
CFE56D  ,208.09,11033.76,11468.1
EJU42DB ,208.04,11285.22,11689.08
SAS53T  ,208.03,11590.02,11841.48
EIN5TJ  ,208.02,7078.98,7383.78
JBU757  ,208.02,5745.48,6073.14
MAR946  ,208.02,9745.98,10096.5
VJC671  ,208.02,6400.8,6766.56
EWG7RY  ,207.99,9296.4,9738.36
SVR2954 ,207.98,11582.4,12550.14
DAL2303 ,207.96,10972.8,11582.4
VLG59MH ,207.94,10660.38,11079.48
LIL9141 ,207.93,10668.0,11155.68
AUA810Y ,207.9,6248.4,6545.58
UIA8835 ,207.88,5227.32,5577.84
ETD215  ,207.86,6873.24,7254.24
EZY24RV ,207.85,10972.8,11414.76
RYR5HB  ,207.84,11582.4,12268.2
DLH93A  ,207.78,10050.78,10447.02
SHT6T   ,207.77,6751.32,7010.4
TOM50D  ,207.76,6385.56,6705.6
TKJ5DG  ,207.75,9326.88,9791.7
RJA117  ,207.74,10355.58,10812.78
CGYRI   ,207.74,13106.4,13479.78
ZODIAC73,207.71,7909.56,8244.84
VKG1015 ,207.63,8115.3,8549.64
CJT569  ,207.6,9753.6,9997.44
SWA3834 ,207.53,6233.16,6591.3
JZR612  ,207.53,7178.04,7650.48
EZY18YX ,207.46,8747.76,9113.52
DAL2919 ,207.38,6499.86,6858.0
EDC491E ,207.36,12192.0,12649.2
CSC8888 ,207.34,9349.74,9883.14
IJM55P  ,207.34,10972.8,11452.86
FWK913  ,207.3,6347.46,6705.6
ASA427  ,207.25,6751.32,7147.56
AZG234  ,207.24,3825.24,3992.88
TVS2960 ,207.24,5067.3,5303.52
WZZ66GL ,207.24,4015.74,4206.24
AIC2853 ,207.22,7002.78,7322.82
EZY42VL ,207.22,11170.92,11681.46
DAL2820 ,207.22,3695.7,3909.06
VOZ567  ,207.21,11315.7,11346.18
SKW3996 ,207.21,7848.6,8313.42
QTR56V  ,207.12,5417.82,5760.72
RYR68BQ ,207.12,6042.66,6423.66
TVF72FR ,207.11,11567.16,12062.46
UPS910  ,207.07,7856.22,8328.66
MMF10   ,207.07,6096.0,6385.56
TVF87LL ,207.06,11582.4,12070.08
CSH9258 ,207.04,6888.48,7353.3
TAM3358 ,207.04,10363.2,10911.84
POE234  ,207.0,10972.8,11407.14
EZY15BM ,206.98,6454.14,6743.7
N806AG  ,206.95,5532.12,5844.54
ETD414  ,206.9,6774.18,7193.28
Unknown,206.89,10972.8,11399.52
TRA082  ,206.87,11567.16,12184.38
CBJ5021 ,206.87,4914.9,5212.08
TVF40HP ,206.87,7764.78,8305.8
SJI1    ,206.85,13106.4,13510.26
SKW4144 ,206.77,10972.8,11574.78
AZU2842 ,206.76,10363.2,10835.64
AIC2107 ,206.75,9364.98,9951.72
ROJ007  ,206.75,7101.84,7452.36
RYR63UC ,206.74,7223.76,7650.48
CSZ103  ,206.72,5821.68,6164.58
NKS2283 ,206.71,5821.68,6149.34
ETD1SX  ,206.69,7261.86,7665.72
SFJ87   ,206.66,7109.46,7581.9
EXS81LE ,206.63,5875.02,6248.4
RYR634F ,206.62,11277.6,11666.22
RJA262G ,206.61,3489.96,3718.56
SHT18C  ,206.56,6202.68,6515.1
GJS4190 ,206.48,5890.26,6225.54
NSZ55YN ,206.45,5273.04,5478.78
TVF3753 ,206.44,10972.8,11475.72
RYR84DZ ,206.44,11277.6,11750.04
BAW474K ,206.38,6903.72,7178.04
PGT517  ,206.33,10972.8,11932.92
LPE2405 ,206.28,10363.2,10888.98
RYR6DB  ,206.27,6438.9,6797.04
PVD481Y ,206.23,9753.6,10203.18
EJA860  ,206.23,7109.46,7482.84
THY9FN  ,206.2,9464.04,9852.66
RYR90TM ,206.19,8534.4,8884.92
MBU4FR  ,206.18,6149.34,6507.48
RYR3487 ,206.18,11277.6,11780.52
AAL1195 ,206.12,8572.5,9022.08
TOM1229 ,206.11,7307.58,7642.86
POE200  ,206.1,10972.8,11430.0
VOE2198 ,206.08,7673.34,8122.92
UAL433  ,206.03,6522.72,6888.48
RYR33GG ,206.02,10363.2,10782.3
UAL498  ,206.02,4861.56,5128.26
EZS1595 ,206.0,7109.46,7498.08
RYR7CC  ,205.93,10690.86,11109.96
TUI75C  ,205.9,11277.6,11658.6
KZR921  ,205.83,10980.42,11689.08
FDB948  ,205.78,6827.52,7292.34
SWR238  ,205.78,5105.4,5372.1
WMT3NK  ,205.78,6080.76,6461.76
ANE76BG ,205.73,6957.06,7299.96
DAL2066 ,205.72,6454.14,6774.18
EIN5DR  ,205.7,8107.68,8442.96
EJU437Y ,205.69,11277.6,11734.8
AHY703  ,205.69,10363.2,10995.66
RYR32CX ,205.68,11582.4,12115.8
EJU51XB ,205.63,10561.32,11026.14
SKW157W ,205.56,9136.38,9585.96
SXS2WX  ,205.54,10469.88,11140.44
EZY12PL ,205.54,8221.98,8587.74
RYR369T ,205.5,9144.0,9555.48
RYR38RZ ,205.38,7680.96,8061.96
2COOL   ,205.33,10668.0,11201.4
CCA163  ,205.29,4785.36,5189.22
CHH7528 ,205.27,11003.28,11643.36
AEE9SF  ,205.23,6149.34,6454.14
JSD22   ,205.22,6484.62,6705.6
RYR97ZP ,205.17,11277.6,11704.32
HAT6121 ,205.12,10347.96,10690.86
DAL1062 ,205.02,3718.56,3886.2
GFA206  ,205.0,9136.38,9784.08
INI422  ,205.0,12496.8,12900.66
WJA2215 ,204.94,10972.8,11635.74
AMU001  ,204.93,9273.54,9829.8
NJE946T ,204.92,8839.2,9296.4
VLG4SQ  ,204.88,10668.0,11056.62
SUA7G   ,204.81,13106.4,13594.08
THY1MD  ,204.81,4960.62,5196.84
EZY29FX ,204.8,8839.2,9166.86
VOZ895  ,204.71,6393.18,6492.24
CCA711  ,204.67,6797.04,7155.18
AFR39ZZ ,204.63,5212.08,5455.92
SAS45F  ,204.54,6979.92,7269.48
IBE03GG ,204.49,10058.4,10576.56
VLG49JZ ,204.44,5920.74,6339.84
PRSHC   ,204.38,7002.78,7368.54
AFR6210 ,204.35,4724.4,4960.62
AFR7463 ,204.35,5562.6,5836.92
RYR91GC ,204.34,11277.6,11689.08
EWG9P   ,204.33,10660.38,11109.96
OOHFH   ,204.3,11445.24,11910.06
EWG3KC  ,204.3,7200.9,7528.56
LOT7PV  ,204.25,6134.1,6408.42
GRL785  ,204.23,10972.8,11269.98
EXS9GT  ,204.2,11887.2,12397.74
RAM964Y ,204.19,4922.52,5227.32
EFW75J  ,204.18,10972.8,11384.28
AAL1716 ,204.13,4274.82,4511.04
UAL5    ,204.12,10134.6,10492.74
RYR68VB ,204.08,11277.6,11750.04
VLJ164V ,204.08,12496.8,12969.24
EJU82MY ,204.05,11582.4,11971.02
THY6175 ,204.05,10370.82,10965.18
VLG7UA  ,203.93,10668.0,11079.48
SKW5025 ,203.88,4518.66,4770.12
LHX2T   ,203.87,9144.0,9540.24
CSN3669 ,203.84,3916.68,4175.76
EXS45DN ,203.81,10972.8,11361.42
JTC9001 ,203.8,9753.6,10363.2
NKS1224 ,203.7,4168.14,4396.74
RPA5742 ,203.67,7955.28,8420.1
AEA58CG ,203.54,11277.6,11734.8
RJA523  ,203.53,5623.56,5996.94
AYN7625 ,203.47,10972.8,11673.84
EZY25XM ,203.43,11887.2,12306.3
TOM1CM  ,203.4,6743.7,7155.18
IGO914J ,203.4,5532.12,5730.24
DAL2937 ,203.37,3627.12,3810.0
TVF98UM ,203.36,7338.06,7658.1
VSV490  ,203.36,7459.98,7741.92
FVJ0206 ,203.35,6903.72,7353.3
UAE11M  ,203.35,7383.78,7749.54
PSCPV   ,203.32,10607.04,11148.06
EZS31DT ,203.27,7482.84,7856.22
VVV231  ,203.26,12519.66,13144.5
LMU6321 ,203.2,10050.78,10751.82
AFR96HB ,203.2,10668.0,11071.86
VLG7GX  ,203.16,6995.16,7360.92
AAL756  ,203.14,8016.24,8503.92
LOT5N   ,203.11,5913.12,6179.82
PGT4TD  ,203.09,6697.98,7033.26
RPA4451 ,203.04,4754.88,5013.96
JAL2506 ,203.0,5295.9,5676.9
FDX1430 ,202.96,5326.38,5669.28
EXS5BA  ,202.8,10363.2,10911.84
AEA76ZU ,202.8,11277.6,11788.14
UAL1297 ,202.79,3954.78,4145.28
DAH1109 ,202.77,11887.2,12374.88
FIN4LX  ,202.74,6903.72,7193.28
EDV5255 ,202.73,5280.66,5570.22
EXS3UH  ,202.7,8999.22,9227.82
CSN6050 ,202.69,4213.86,4488.18
VLG54TU ,202.62,7124.7,7452.36
ELY5141 ,202.61,7315.2,7833.36
EDV4941 ,202.49,5501.64,5791.2
AAL2505 ,202.48,6103.62,6423.66
AIC732  ,202.43,7604.76,7978.14
YEL82   ,202.37,4853.94,5120.64
IBE03EE ,202.32,9448.8,9936.48
DAL1269 ,202.25,4030.98,4259.58
CFG2229 ,202.2,4381.5,4602.48
ANA300  ,202.18,5052.06,5417.82
RYR596D ,201.99,8839.2,9304.02
RYR93XJ ,201.96,8877.3,9243.06
TOM7HX  ,201.89,10995.66,11468.1
ASL69G  ,201.89,6553.2,6835.14
UZB280  ,201.84,5859.78,6126.48
FDB7UE  ,201.76,7338.06,7818.12
SJV241  ,201.66,6690.36,7132.32
CCA1287 ,201.63,8778.24,9265.92
ENY3806 ,201.57,5745.48,6073.14
NPT327F ,201.55,6065.52,6316.98
RYR831X ,201.54,11277.6,11673.84
RBA423  ,201.41,4511.04,4785.36
RYR97BB ,201.37,10058.4,10401.3
N560LD  ,201.35,9753.6,10287.0
AEE284  ,201.32,7193.28,7581.9
TVF46UH ,201.29,10111.74,10507.98
FDB2PM  ,201.26,5486.4,5753.1
RYR88QC ,201.25,6408.42,6781.8
VLG32XP ,201.23,8061.96,8473.44
RYR48ZE ,201.12,10058.4,10454.64
ENY3813 ,201.1,5775.96,6118.86
RYR7AB  ,201.02,10698.48,11148.06
AFL2136 ,200.99,10972.8,11689.08
MMA321  ,200.98,7490.46,8039.1
RYR5TD  ,200.97,7909.56,8237.22
LOT3VC  ,200.95,6682.74,6949.44
JIA5102 ,200.9,8229.6,8724.9
UAL193  ,200.8,6164.58,6606.54
