icao24,callsign,velocity,baro_altitude,geo_altitude,vertical_rate
780d93,CES2075 ,240.16,11582.4,11620.5,0.0
adc2a4,NKS2351 ,237.54,11582.4,12252.96,0.0
a3e90c,TSU351  ,157.88,7010.4,7520.94,0.0
a52911,RPA4675 ,227.08,10058.4,10675.62,0.0
aceb61,SWA1508 ,229.12,11582.4,12252.96,0.0
76cd75,SIA326  ,259.05,11582.4,12451.08,0.0
0c20dd,CMP168  ,232.71,10363.2,11003.28,0.0
acf492,AAL2313 ,241.34,10972.8,11666.22,0.0
a338ac,JBU50   ,257.37,10668.0,11094.72,0.0
711102,FAD607  ,242.31,10972.8,11795.76,0.0
4cade7,RYR642M ,223.1,11277.6,11605.26,0.0
40751c,EXS7WT  ,246.64,11582.4,12077.7,0.0
40621c,BAW283  ,265.06,9753.6,10142.22,0.0
458a76,OYBSV   ,49.24,1249.68,1287.78,0.0
a9ed08,N739FS  ,51.08,2080.26,2156.46,0.0
e80326,SKX5360 ,227.19,11285.22,11978.64,0.0
a8deda,UAL261  ,210.37,10363.2,10873.74,0.0
a8dee0,UAL386  ,225.81,9753.6,10104.12,0.0
34520c,IBE03GG ,204.49,10058.4,10576.56,0.0
406668,EZY79KP ,245.68,11582.4,11940.54,0.0
406666,EZY91AQ ,230.55,10972.8,11574.78,0.0
34654b,PVG3235 ,246.93,10363.2,10828.02,0.0
424c71,MBBTC   ,224.63,11887.2,12496.8,0.0
a4570a,UPS920  ,247.02,7932.42,8435.34,0.0
4d22a3,CAI98BL ,235.59,10972.8,11513.82,0.0
4cae51,RYR40ZB ,246.44,10972.8,11285.22,0.0
4cae59,RYR92ML ,238.86,10972.8,11399.52,0.0
4d22b0,RYR9XH  ,184.44,4572.0,4808.22,0.0
4cae57,RYR6092 ,246.54,11277.6,11879.58,0.0
4cae48,RYR23DV ,220.48,10972.8,11460.48,0.0
40792f,BAW628  ,252.33,11887.2,12306.3,0.0
40666a,EZY72CE ,214.39,10972.8,11559.54,0.0
3c4438,DAAAX   ,242.1,10058.4,10507.98,0.0
71be01,Unknown,234.99,9144.0,9761.22,0.0
86d2ee,ANA266  ,248.8,12489.18,13296.9,0.0
89617d,UAE220  ,272.33,10668.0,11049.0,0.0
8016ae,AXB105  ,243.44,11582.4,12329.16,0.0
0c20dc,CMP473  ,239.96,9448.8,10081.26,0.0
4ca4ea,RYR61WY ,215.48,11277.6,11635.74,0.0
899046,CAL919  ,240.49,10363.2,11041.38,0.0
c0799a,TSC691  ,241.34,10972.8,11414.76,0.0
ac6724,LBQ934  ,173.4,8542.02,9067.8,0.0
899037,EVA088  ,260.97,8839.2,9235.44,0.0
49d3d4,TVS2634 ,240.43,11277.6,11635.74,0.0
78151e,CES755  ,260.22,10965.18,11696.7,0.0
70620a,JZR315  ,230.23,10363.2,11094.72,0.0
49d3bb,PGT5078 ,242.2,10668.0,11049.0,0.0
a37e5a,DAL1193 ,224.42,11590.02,12268.2,0.0
040170,ETH719  ,241.28,11887.2,12329.16,0.0
4ca4f2,RYR27GC ,242.55,10668.0,11140.44,0.0
a33327,AAL412  ,243.61,11582.4,12260.58,0.0
780d9e,CES575  ,252.54,10058.4,10774.68,0.0
3c7a4d,CFG2016 ,248.25,11582.4,11993.88,0.0
4cade4,RYR50NV ,230.69,11277.6,11734.8,0.0
486445,PHILM   ,86.51,899.16,982.98,0.0
a0bcb2,AAL1225 ,237.98,11277.6,11955.78,0.0
70620f,JZR115  ,236.31,9448.8,10149.84,0.0
70620d,JZR252  ,235.62,10058.4,10850.88,0.0
3c7a51,CFG2087 ,229.0,11887.2,12275.82,0.0
a1f5ff,UAL43   ,255.29,10363.2,10774.68,0.0
4bd152,CAI917  ,227.59,10668.0,11254.74,0.0
39c5c6,OYO2    ,211.36,9105.9,9601.2,0.0
4cadfc,RYR5UJ  ,209.87,11582.4,11963.4,0.0
4cadfb,ITY650  ,258.18,10972.8,11346.18,0.0
4cadfa,ITY640  ,252.64,10363.2,10828.02,0.0
4bd159,CAI9048 ,234.71,12496.8,13152.12,0.0
4cadff,RYR158Z ,230.58,10363.2,10683.24,0.0
3c7a44,CFG2045 ,243.54,12184.38,12611.1,0.0
706211,JZR165  ,222.97,10043.16,10728.96,0.0
4409ff,IJM68A  ,226.94,11887.2,12405.36,0.0
a39b39,AAL2918 ,213.0,6705.6,7109.46,0.0
5001d4,MEA216  ,246.28,10675.62,11148.06,0.0
e48986,GLO1345 ,187.73,10965.18,11521.44,0.0
7800dc,CCA9616 ,129.14,3596.64,3718.56,0.0
4409c0,EJU92GY ,220.16,10668.0,11178.54,0.0
40666c,EZY19PK ,229.96,10972.8,11551.92,0.0
461fa0,FIN9AD  ,243.78,11887.2,12298.68,0.0
a38d49,DAL2631 ,246.24,8839.2,9372.6,0.0
471a7f,FRF131  ,141.96,6400.8,6659.88,0.0
780bee,CSZ9090 ,213.66,10088.88,10782.3,0.0
a8222c,JBU767  ,243.01,11269.98,11986.26,0.0
44ccd8,BEL3NM  ,224.5,11887.2,12192.0,0.0
4cae98,RYR6WC  ,189.64,6705.6,7025.64,0.0
4cae97,RYR4ZF  ,251.46,11887.2,12451.08,0.0
4cae96,RYR56SX ,242.03,11277.6,11772.9,0.0
a68fb0,N5215D  ,0.0,0.0,-22.86,0.0
aa1dcd,AAL173  ,263.34,10363.2,10759.44,0.0
4cada4,RYR17SB ,246.12,11277.6,11711.94,0.0
44a838,JAF3BL  ,227.87,11582.4,11986.26,0.0
e48925,PPOVD   ,230.01,13716.0,14272.26,0.0
a4e35f,DAL49   ,251.89,10972.8,11346.18,0.0
abde34,FDX2    ,265.99,10668.0,11277.6,0.0
486492,KLM49E  ,235.97,10668.0,11125.2,0.0
3e2793,DIGEL   ,150.3,8229.6,8587.74,0.0
a9ccde,AAL2712 ,250.34,9144.0,9677.4,0.0
a39b56,UPS938  ,230.62,12184.38,12900.66,0.0
e49ca9,GLO1200 ,199.49,9151.62,9608.82,0.0
ad9b25,NKS2000 ,233.58,11285.22,11978.64,0.0
a1be4d,N211MA  ,90.47,3048.0,3261.36,0.0
405633,EZY68YK ,257.23,10363.2,10690.86,0.0
300a18,VND954  ,247.95,10363.2,10896.6,0.0
8016de,IGO253C ,251.62,10988.04,11750.04,0.0
781540,CES5029 ,264.49,9784.08,10454.64,0.0
485122,TRA3C   ,216.95,11582.4,12039.6,0.0
4cadfe,RYR64KM ,225.77,10972.8,11384.28,0.0
4cae8c,RYR3015 ,235.65,10668.0,10965.18,0.0
4cae84,TOM2YD  ,245.99,11582.4,11948.16,0.0
4cae1d,ITY856  ,255.43,10668.0,11178.54,0.0
4cae1b,ITY061  ,251.45,11582.4,12131.04,0.0
a9fef5,ASI625  ,61.32,1379.22,1409.7,0.0
44ccc6,BEL5RH  ,236.6,11277.6,11856.72,0.0
44ccc2,BEL4KE  ,235.6,11269.98,11864.34,0.0
8965f3,ETD19G  ,258.85,10972.8,11369.04,0.0
750264,MAS6164 ,232.2,11887.2,12694.92,0.0
aa2ca9,AAL239  ,263.18,10363.2,10744.2,0.0
aa5428,AAL194  ,239.5,11887.2,12245.34,0.0
346083,AEA58CG ,203.54,11277.6,11734.8,0.0
346082,AEA9047 ,236.56,10972.8,11673.84,0.0
78155e,CSZ656  ,236.25,9761.22,10431.78,0.0
040204,ETH500  ,247.36,12192.0,12595.86,0.0
780231,CPA2084 ,238.31,10668.0,11094.72,0.0
040232,ETH679  ,247.18,10972.8,11643.36,0.0
899018,CAL007  ,249.77,9753.6,10195.56,0.0
899016,CAL5314 ,249.17,10668.0,10759.44,0.0
48c5eb,SRN392  ,123.33,7018.02,6979.92,0.0
3c70ca,GEC8400 ,250.89,9448.8,9852.66,0.0
a252a7,ENY3919 ,149.53,3634.74,3870.96,0.0
394a06,AFR25G  ,242.8,11277.6,11605.26,0.0
394a07,AFR90T  ,264.56,10058.4,10401.3,0.0
ad6040,DAL1666 ,243.68,10058.4,10683.24,0.0
508429,HYM411  ,230.62,10972.8,11414.76,0.0
50840a,UTN4226 ,239.27,10972.8,11765.28,0.0
adb011,NKS2396 ,232.28,11285.22,11986.26,0.0
50840d,SQY7501 ,230.3,10668.0,11468.1,0.0
89611d,UAE88F  ,243.76,10972.8,11186.16,0.0
4891a6,ENT47GF ,234.7,11574.78,11940.54,0.0
aa9093,AAL199  ,260.67,10972.8,11369.04,0.0
8016c6,AXB1512 ,134.82,3048.0,3108.96,0.0
a4e8ef,RPA4751 ,235.53,8839.2,9395.46,0.0
4891ad,ENT15WD ,224.25,10363.2,10759.44,0.0
8960d2,UAE17K  ,227.9,10972.8,11658.6,0.0
47c1f7,NSZ37F  ,209.53,11277.6,11689.08,0.0
40702e,EXS46TX ,243.56,11285.22,11734.8,0.0
a6c365,JIA5062 ,225.28,7315.2,7757.16,0.0
4cadbf,RYR76UK ,245.08,11582.4,11902.44,0.0
a492ea,N394P   ,62.09,2651.76,2811.78,0.0
a528d6,SWA403  ,227.78,11262.36,11978.64,0.0
4ca569,RYR26MX ,229.59,11582.4,12031.98,0.0
4ca565,RYR3XT  ,157.24,3352.8,3520.44,0.0
4ca570,RYR78GM ,244.06,11582.4,11917.68,0.0
461fa2,FIN1856 ,223.98,10972.8,11338.56,0.0
461fa8,FIN2CM  ,232.4,11285.22,11696.7,0.0
e8033b,SKU632  ,223.32,11277.6,11559.54,0.0
4ca56b,RYR19WN ,225.17,11582.4,12016.74,0.0
040062,ETH3725 ,240.81,12192.0,12793.98,0.0
502d10,BTI24H  ,233.56,10972.8,11308.08,0.0
a0275c,AAL171  ,237.7,9753.6,10355.58,0.0
a14700,UAL887  ,238.25,11277.6,11963.4,0.0
3c70c8,GEC8410 ,280.37,11887.2,12626.34,0.0
3c70c2,GEC8430 ,256.24,11277.6,11650.98,0.0
a54b11,ERU440  ,58.51,609.6,617.22,0.0
4cadd6,AYN7625 ,203.47,10972.8,11673.84,0.0
a5502b,AAL375  ,263.24,10058.4,10370.82,0.0
4cadc1,RYR43HJ ,208.83,11887.2,12359.64,0.0
4cadc7,ITY608  ,258.18,11582.4,11963.4,0.0
4cadbb,RYR21WB ,216.69,11277.6,11673.84,0.0
ab271f,AAL715  ,236.99,11574.78,12070.08,0.0
a348a1,UPS312  ,243.18,11582.4,12268.2,0.0
395d66,BGA183G ,94.57,906.78,990.6,0.0
a80e46,UPS32   ,236.62,10972.8,11681.46,0.0
4ca56a,RYR82LH ,241.33,10363.2,10698.48,0.0
ab2855,DAL203  ,228.22,10972.8,11353.8,0.0
896169,UAE81W  ,215.31,10058.4,10530.84,0.0
781b2b,HLF9838 ,240.64,11887.2,12245.34,0.0
a4c2ff,ALAMO36 ,122.08,7315.2,7772.4,0.0
a842ac,JIA5214 ,233.48,10668.0,11323.32,0.0
89619a,UAE304  ,254.65,10058.4,10713.72,0.0
a12735,UAL560  ,243.15,10972.8,11643.36,0.0
a12733,UAL1939 ,240.16,10668.0,11308.08,0.0
4a3123,LIL9141 ,207.93,10668.0,11155.68,0.0
461fa4,FIN85B  ,227.87,10668.0,11041.38,0.0
4911f3,VVV331  ,224.71,13106.4,13716.0,0.0
44ccd1,BEL4EQ  ,230.35,10668.0,11140.44,0.0
4078de,BAW108  ,257.1,11574.78,11971.02,0.0
4072a4,TOM5LH  ,221.67,10972.8,11399.52,0.0
a1e379,SERCE07 ,60.64,266.7,304.8,0.0
a55017,UAL1057 ,232.86,10972.8,11681.46,0.0
06a3bc,QTR51V  ,232.0,12192.0,12931.14,0.0
06a3bb,QTR125  ,239.01,12192.0,12786.36,0.0
33fe77,BREUS28 ,217.81,7033.26,7345.68,0.0
0a080e,MXD352  ,214.0,10668.0,11330.94,0.0
0c20f2,CMP383  ,247.36,10058.4,10728.96,0.0
a35b34,UPS904  ,249.43,10980.42,11696.7,0.0
0c20f4,CMP744  ,230.74,10972.8,11635.74,0.0
a15b2f,FDX1748 ,238.4,10980.42,11704.32,0.0
8960f8,UAE751  ,245.41,12192.0,12854.94,0.0
8960f4,UAE7ER  ,249.3,12192.0,12641.58,0.0
abab90,FDX8    ,264.72,9448.8,10005.06,0.0
040060,ETH3790 ,255.37,11887.2,12275.82,0.0
06a372,QTR816  ,244.97,10668.0,11361.42,0.0
38941b,AIB05GM ,243.33,10668.0,10980.42,0.0
47a7a8,NOZ91H  ,252.73,10972.8,11315.7,0.0
4ba9cd,THY1814 ,248.43,11277.6,11719.56,0.0
a742ec,SWA516  ,218.21,12192.0,12908.28,0.0
781ee6,Unknown,209.31,8039.1,7993.38,0.0
484cb4,KLM1365 ,231.53,11887.2,12344.4,0.0
4cae69,RYR71XA ,212.37,10363.2,10866.12,0.0
4d22ad,RYR6638 ,245.98,10058.4,10469.88,0.0
4d22ab,KMM395  ,233.18,11285.22,11757.66,0.0
4073a0,EZY54VU ,234.72,11590.02,12092.94,0.0
4cae91,RYR5VK  ,234.77,11277.6,11993.88,0.0
0080ec,ZSMFS   ,88.81,2781.3,2971.8,0.0
4cae92,RYR13YY ,209.08,10972.8,11315.7,0.0
44ccd0,BEL1CP  ,253.68,10972.8,11361.42,0.0
48adae,LOT346  ,218.32,11277.6,11711.94,0.0
a0d21f,FDX1717 ,235.89,10370.82,10904.22,0.0
400b00,EFW9RZ  ,252.59,10668.0,11224.26,0.0
ab3d17,RPA5854 ,238.42,8229.6,8747.76,0.0
4d23ec,EWG53B  ,237.05,10370.82,10873.74,0.0
4d23eb,EWG5LH  ,244.76,10668.0,11170.92,0.0
4d23ea,CAI9CF  ,236.26,10972.8,11300.46,0.0
a3b11e,AAL2556 ,223.37,10972.8,11643.36,0.0
acc9d0,FDX114  ,244.45,10668.0,11292.84,0.0
8990a5,CAL5226 ,258.5,10668.0,11231.88,0.0
89914d,MDA376  ,125.35,3962.4,4206.24,0.0
06a390,QTR20F  ,253.13,10058.4,10477.5,0.0
502d28,BTI7FN  ,233.06,10972.8,11300.46,0.0
71c000,TWB735  ,211.22,5486.4,5836.92,0.0
06a384,A7GQA   ,71.65,441.96,320.04,0.0
71c005,Unknown,260.35,11582.4,12382.5,0.0
aaac4a,UAL879  ,260.03,10363.2,10728.96,0.0
a1cac9,UAL164  ,273.56,10058.4,10568.94,0.0
71c062,JJA1514 ,234.5,11582.4,12344.4,0.0
7801b2,HKE824  ,75.71,396.24,441.96,0.0
4241a9,VPCMJ   ,100.76,906.78,1013.46,0.0
a38768,Unknown,117.89,3002.28,3192.78,0.0
4cae4b,RYR646  ,251.86,10972.8,11323.32,0.0
a4dab6,UAL2434 ,240.43,9753.6,10340.34,0.0
4d22b2,RYR71UM ,227.74,10972.8,11407.14,0.0
4cae62,RYR54MH ,234.67,11582.4,12047.22,0.0
4d22b8,RYR9LL  ,238.75,11277.6,11650.98,0.0
7c78ac,QLK1502 ,238.41,11887.2,11955.78,0.0
76cd15,SIA236  ,261.11,12192.0,12946.38,0.0
76cd12,SIA606  ,239.15,12496.8,13266.42,0.0
76cd07,SIA919  ,264.94,13106.4,13853.16,0.0
48adac,LOT5TA  ,244.13,10058.4,10431.78,0.0
30019c,NOS2671 ,209.66,10363.2,10820.4,0.0
4d2126,HFL521  ,265.86,12496.8,13014.96,0.0
710112,SVA113  ,264.81,10363.2,10980.42,0.0
881056,NOK314  ,221.36,10058.4,10706.1,0.0
4d23c3,CAI6PR  ,233.38,10972.8,11338.56,0.0
780fec,Unknown,244.37,9105.9,9601.2,0.0
a55f00,UPS896  ,222.37,11582.4,12283.44,0.0
71c041,KAL623  ,247.83,10363.2,11079.48,0.0
48520d,TRA10E  ,229.27,11582.4,12031.98,0.0
48520a,TRA68Q  ,217.67,11887.2,12260.58,0.0
78164a,AMU861  ,253.27,10972.8,11689.08,0.0
502d5f,BTI611  ,223.58,11277.6,11734.8,0.0
a875da,UAL21   ,251.15,9761.22,10111.74,0.0
49d2b9,TVS3CE  ,213.38,11277.6,11750.04,0.0
89913e,EVA238  ,248.03,11887.2,12717.78,0.0
49d2ee,TVS26M  ,234.52,11277.6,11727.18,0.0
76bcc4,TGW266  ,238.01,11879.58,12649.2,0.0
51408c,TGZ731  ,225.12,11582.4,11940.54,0.0
a4943e,UAL2244 ,143.26,2065.02,2164.08,0.0
71c076,KAL8232 ,233.45,10972.8,11521.44,0.0
4d23a4,SXS3VT  ,243.23,10363.2,10858.5,0.0
424b5c,MVLCC   ,238.14,11887.2,12131.04,0.0
84b5ac,JJP409  ,228.98,11582.4,12344.4,0.0
a694dd,JBU330  ,236.79,10675.62,11323.32,0.0
86808a,SKY157  ,231.23,9144.0,9768.84,0.0
500214,MEA232  ,244.46,10066.02,10553.7,0.0
50020a,SLS7A   ,136.33,8534.4,8976.36,0.0
a15b05,DAL416  ,253.36,11300.46,11963.4,0.0
8017a1,AXB1199 ,223.52,10058.4,10728.96,0.0
a4c34c,DAL10   ,227.78,11887.2,12268.2,0.0
440037,EJU41LZ ,232.12,11285.22,11582.4,0.0
440039,AUA857L ,244.56,10668.0,11391.9,0.0
3472cc,IBE0979 ,235.84,11574.78,12092.94,0.0
06a2f9,QTR34C  ,280.99,11269.98,12016.74,0.0
06a2de,QTR84X  ,262.97,10363.2,11148.06,0.0
06a2e7,QTR85K  ,250.58,12192.0,12595.86,0.0
06a2e6,QTR30G  ,250.54,12192.0,12588.24,0.0
ac5488,DAL2453 ,232.25,11277.6,11948.16,0.0
4b8de8,CAI34QG ,223.97,11277.6,11856.72,0.0
49d414,TVS2866 ,251.79,10668.0,11170.92,0.0
06a2ec,QTR70C  ,249.7,10972.8,11391.9,0.0
48520b,TRA158  ,237.38,10972.8,11414.76,0.0
71c047,TWB672  ,184.24,5775.96,6149.34,0.0
71c026,KAL458  ,229.05,11277.6,12024.36,0.0
06a30d,QTR35M  ,249.39,10363.2,10690.86,0.0
4d23c8,VJT678  ,130.58,9144.0,9624.06,0.0
4d23bb,ROT362Q ,235.19,11879.58,12283.44,0.0
424b31,MARDI   ,251.34,12504.42,12938.76,0.0
a561fd,GTI8692 ,263.3,10668.0,10774.68,0.0
abe1c2,DAL1499 ,245.43,10363.2,10980.42,0.0
a92ddf,UAL861  ,256.79,10668.0,11300.46,0.0
49d420,TVS4104 ,228.83,11285.22,11917.68,0.0
06a2f3,QTR42K  ,256.83,12192.0,12839.7,0.0
06a2f6,QTR88C  ,254.01,11879.58,12344.4,0.0
780c6f,Unknown,239.72,9105.9,9601.2,0.0
750204,MAS2665 ,252.87,10363.2,11087.1,0.0
8a0915,PAS623  ,240.13,10668.0,11399.52,0.0
a2bbcc,UAL2132 ,260.65,10668.0,11277.6,0.0
507ca7,SGA2552 ,257.45,9753.6,10287.0,0.0
4ab56f,SAS1648 ,137.05,5798.82,6019.8,0.0
4cae8f,RYR89JQ ,227.95,11277.6,11574.78,0.0
a9cb47,KII117  ,220.31,10355.58,10995.66,0.0
4cae9a,RYR29VV ,251.98,11582.4,11986.26,0.0
4cae9b,RYR82T  ,234.98,12496.8,12900.66,0.0
502ce3,BTI8WF  ,222.56,11582.4,11986.26,0.0
49d428,CBA30   ,118.94,6096.0,6370.32,0.0
06a2fa,QTR64J  ,255.86,10972.8,11437.62,0.0
aa147a,FDX1770 ,215.28,10363.2,10949.94,0.0
502d95,DLH08F  ,248.39,10363.2,10690.86,0.0
a756d2,LCO1512 ,228.86,10668.0,11170.92,0.0
a61173,EDV5355 ,218.33,6400.8,6728.46,0.0
a5f162,EDV139A ,199.64,4488.18,4701.54,0.0
a99744,NKS2596 ,240.42,10683.24,11346.18,0.0
49d42b,TVS1BC  ,234.82,11277.6,11734.8,0.0
49d403,TVL5044 ,235.54,10668.0,11064.24,0.0
06a2f2,QTR71W  ,231.04,10972.8,11559.54,0.0
4072dc,EXS1314 ,218.62,11582.4,11978.64,0.0
8a0a11,SJY599  ,242.93,10972.8,11696.7,0.0
a0996b,FDX1869 ,231.34,8846.82,9342.12,0.0
347309,AEA1082 ,208.59,10668.0,11117.58,0.0
4d22ba,RYR4BE  ,128.38,3352.8,3604.26,0.0
710110,SVA110  ,276.94,10058.4,10530.84,0.0
710111,SVA035  ,229.5,9753.6,10187.94,0.0
4691c1,AEE491  ,258.57,10668.0,11117.58,0.0
710106,SVA373  ,245.75,10972.8,11643.36,0.0
710107,SVA861  ,261.92,10363.2,11026.14,0.0
abe77a,SWA1031 ,230.91,12192.0,12893.04,0.0
710124,SVA253  ,258.05,10965.18,11384.28,0.0
010145,MSR791  ,132.84,3048.0,3253.74,0.0
abd41a,RPA4774 ,47.39,-83.82,-30.48,0.0
010153,MSR777  ,233.9,10972.8,11414.76,0.0
7504ac,AXM169  ,242.83,10980.42,11719.56,0.0
a1e1d8,RPA5631 ,236.91,11277.6,11955.78,0.0
adcca0,AAL3184 ,182.2,4861.56,5090.16,0.0
49d423,TVQ6160 ,242.39,11277.6,11643.36,0.0
a43f51,DAL1073 ,224.39,10668.0,11308.08,0.0
a386fb,JBU1883 ,230.56,10363.2,10972.8,0.0
a441fb,DAL2734 ,228.42,11582.4,12291.06,0.0
407446,EDC491E ,207.36,12192.0,12649.2,0.0
440185,EJU45AW ,242.73,10972.8,11597.64,0.0
ababb7,GTI538  ,275.11,9448.8,9745.98,0.0
47b121,NBT31W  ,283.95,11269.98,11635.74,0.0
3d20a9,DEKPT   ,52.29,1371.6,1455.42,0.0
896197,UAE7CN  ,268.74,11277.6,11750.04,0.0
89617b,UAE310  ,256.84,10668.0,11369.04,0.0
4d20b8,DCW202  ,283.48,12489.18,13129.26,0.0
39c421,AFR471  ,252.91,11277.6,12054.84,0.0
400a26,BAW470  ,227.96,10668.0,11117.58,0.0
39c428,AFR181  ,268.83,10972.8,11811.0,0.0
39c423,AFR201A ,245.98,11582.4,12047.22,0.0
4cac7f,RYR7TU  ,237.56,11582.4,11902.44,0.0
846866,ANA1280 ,238.13,10972.8,11689.08,0.0
4076e2,BAW48CU ,225.19,10668.0,11109.96,0.0
4076e4,BAW343E ,239.51,10972.8,11445.24,0.0
405bfd,BAW276  ,242.0,10972.8,11414.76,0.0
4ba9d4,THY28N  ,240.63,11887.2,12321.54,0.0
502d7c,DLH5MA  ,221.29,10668.0,11079.48,0.0
407462,BAW814L ,240.04,11277.6,11704.32,0.0
406135,EZY57LX ,241.32,10972.8,11277.6,0.0
485b43,KLM639  ,258.39,11277.6,11681.46,0.0
717ca1,SVA597  ,258.37,10363.2,11155.68,0.0
ad8fa4,JBU504  ,227.31,10058.4,10683.24,0.0
39ae6c,FHLTM   ,56.16,441.96,510.54,0.0
a92f2d,Unknown,73.5,670.56,746.76,0.0
040102,ETH574  ,242.79,12192.0,12649.2,0.0
a3c3e6,UAL69   ,246.48,10370.82,10774.68,0.0
49d44a,DFC25H  ,222.05,11277.6,11696.7,0.0
899105,CAL5858 ,243.89,11887.2,12626.34,0.0
06a2b0,QTR83N  ,270.58,10668.0,11155.68,0.0
06a2b2,QTR46Q  ,249.3,10363.2,10797.54,0.0
06a2b1,QTR72J  ,255.77,10668.0,11178.54,0.0
06a2b4,QTR59P  ,262.14,10668.0,11056.62,0.0
06a2b3,QTR14L  ,266.39,10363.2,11163.3,0.0
4b854d,TCAJM   ,69.55,2011.68,2141.22,0.0
ac1327,SWA302  ,251.14,10668.0,11239.5,0.0
461f39,FIN1832 ,220.27,11285.22,11529.06,0.0
8964c3,ETD26W  ,280.13,11269.98,11948.16,0.0
781f4b,CXA8441 ,238.3,9784.08,10485.12,0.0
781f4c,CSG2545 ,261.74,10058.4,10287.0,0.0
4ac985,SWN363  ,247.14,12192.0,12580.62,0.0
76cc70,SIA879  ,258.23,11879.58,12664.44,0.0
a8cc46,UAL135  ,246.59,10675.62,11026.14,0.0
a846fa,UPS108  ,238.1,10363.2,10942.32,0.0
8964a8,UAE3U   ,232.24,9753.6,10241.28,0.0
44003f,AUA93   ,232.45,10363.2,10728.96,0.0
738059,ELY322  ,259.95,10668.0,11262.36,0.0
738058,ELY224  ,245.63,11277.6,11765.28,0.0
a89ccc,NKS1552 ,257.72,10668.0,11369.04,0.0
440020,AUA81   ,255.61,10363.2,10774.68,0.0
440018,EJU35CQ ,208.72,10972.8,11468.1,0.0
347288,IBE08FG ,216.31,10972.8,11483.34,0.0
71ba05,KAL627  ,251.44,10972.8,11750.04,0.0
71ba06,KAL917  ,223.89,11582.4,12252.96,0.0
4aab03,SWV5960 ,66.88,922.02,952.5,0.0
4ba8f6,TKJ71U  ,223.66,11887.2,12344.4,0.0
4ba8cb,TKJ6DK  ,217.86,9753.6,10172.7,0.0
4ba9c1,THY847  ,121.84,1516.38,1615.44,0.0
4ba9c9,THY3FM  ,251.27,11887.2,12336.78,0.0
a2680b,HBAL774 ,2.06,20086.32,21046.44,0.0
06a2c4,QTR59B  ,250.51,9753.6,10157.46,0.0
a4423b,UAL1605 ,245.7,10668.0,11330.94,0.0
ab805a,FDX34   ,273.33,10668.0,11117.58,0.0
7c0876,BYG     ,5.56,-121.92,38.1,0.0
407fae,TOM272  ,240.68,10668.0,11117.58,0.0
407fc1,WUK2252 ,236.51,10972.8,11437.62,0.0
4ba8d0,TKJ2GF  ,240.64,11887.2,12344.4,0.0
40025f,VPCIC   ,246.58,13106.4,13792.2,0.0
4ab28b,SELTK   ,46.03,274.32,266.7,0.0
a708ef,VJA552  ,262.01,13106.4,13662.66,0.0
8a061d,CTV923  ,208.49,8839.2,9403.08,0.0
44001e,AUA73   ,235.85,10370.82,10736.58,0.0
44001f,EJU437Y ,205.69,11277.6,11734.8,0.0
c0202d,MAL7079 ,208.6,11590.02,12039.6,0.0
8a0635,BTK7636 ,219.47,11269.98,12016.74,0.0
44006c,AUA468  ,228.74,11277.6,11727.18,0.0
452026,VSR802  ,180.38,10058.4,10561.32,0.0
4b990e,FHY8202 ,227.33,10972.8,11353.8,0.0
461f36,FIN9ML  ,240.82,11879.58,12245.34,0.0
aa7f8d,CKS263  ,261.33,10668.0,11323.32,0.0
400afb,EFW61U  ,250.63,10363.2,10721.34,0.0
400aff,EFW73H  ,234.68,10668.0,11231.88,0.0
4caeb1,NOS34LM ,254.86,10668.0,11178.54,0.0
4caeb0,NOS2986 ,226.36,10972.8,11475.72,0.0
a097ce,UAL1366 ,132.22,845.82,906.78,0.0
40749a,BAW132  ,240.61,12192.0,12649.2,0.0
46bc51,AEE253  ,133.56,3657.6,3840.48,0.0
4ba9b0,TKJ3DG  ,218.32,7315.2,7688.58,0.0
ac5e01,SWA3522 ,196.69,4815.84,5082.54,0.0
71ba15,JNA091  ,228.81,10972.8,11673.84,0.0
a107fe,CNS610  ,129.87,4876.8,5151.12,0.0
4caee4,RYR43ZQ ,248.99,10980.42,11277.6,0.0
4caee2,EIX320F ,145.77,5791.2,6073.14,0.0
440057,EJU97WN ,210.47,8549.64,8892.54,0.0
80057b,AIC882  ,233.13,10050.78,10728.96,0.0
4bb46f,MNB204  ,230.35,12496.8,13274.04,0.0
73806a,ELY396  ,234.44,10363.2,10843.26,0.0
4ca2ad,RYR54DU ,217.92,11590.02,11986.26,0.0
a38439,JBU254  ,209.13,5120.64,5394.96,0.0
ad1c85,FDX156  ,254.35,11277.6,11925.3,0.0
75021e,MAS1057 ,162.08,4572.0,4815.84,0.0
a4ba02,RPA4517 ,226.05,10363.2,10942.32,0.0
a4cd23,JBU34   ,245.08,10363.2,10744.2,0.0
a11d3c,DAL79   ,244.17,10363.2,10767.06,0.0
a8f284,FDX1571 ,248.29,10058.4,10713.72,0.0
a0fd55,FDX53   ,241.46,11582.4,12245.34,0.0
8964a1,UAE5WR  ,259.59,10668.0,11064.24,0.0
461f07,FIN10   ,260.21,12496.8,12641.58,0.0
4076ed,EXS45DN ,203.81,10972.8,11361.42,0.0
440019,Unknown,206.89,10972.8,11399.52,0.0
ad4105,AAL491  ,240.37,11277.6,11971.02,0.0
600850,AHY703  ,205.69,10363.2,10995.66,0.0
89656f,ETD35Q  ,266.59,11269.98,11788.14,0.0
