icao24,callsign,velocity,baro_altitude,geo_altitude,vertical_rate
4ac9f5,SAS72C  ,246.09,11277.6,11666.22,0.0
408124,EXS31F  ,221.55,10972.8,11445.24,0.0
aa69db,ENY3751 ,208.51,10363.2,10988.04,0.0
a7e8bf,ASA110  ,233.92,11887.2,11902.44,0.0
7c35c6,FD628J  ,184.54,12192.0,12557.76,0.0
4952ce,TAP52TP ,221.55,11582.4,11986.26,0.0
46070e,Unknown,49.4,9105.9,9601.2,0.0
4bcda4,SXS9VU  ,228.5,11277.6,11742.42,0.0
4a0442,BTI8EP  ,219.57,10370.82,10668.0,0.0
ab79de,AAL2120 ,220.18,7010.4,7383.78,0.0
ac1f0e,AAL807  ,229.72,10972.8,11643.36,0.0
48548e,KLM70R  ,220.77,10363.2,10789.92,0.0
a9f2c6,CKS502  ,270.35,10972.8,11315.7,0.0
4243fa,AZG5789 ,243.15,11277.6,11650.98,0.0
a88d47,FFT4601 ,234.81,10972.8,11666.22,0.0
344459,AEA35WQ ,227.07,11277.6,11932.92,0.0
e49ee3,PPLMS   ,76.17,2895.6,3055.62,0.0
471f7a,WZZ1467 ,247.4,10668.0,11056.62,0.0
34444b,IBE06DW ,240.61,9753.6,10241.28,0.0
471f58,WZZ902  ,219.72,11567.16,11971.02,0.0
a7a08a,UAL169  ,251.38,10363.2,10728.96,0.0
4bb1e4,THY7YV  ,255.21,12496.8,12984.48,0.0
4bb1e6,THY3UC  ,240.07,12192.0,12588.24,0.0
39a863,FHKDD   ,82.16,2438.4,2606.04,0.0
a126e6,UAL1833 ,142.68,1737.36,1828.8,0.0
00a092,ZSMIB   ,239.22,10972.8,11788.14,0.0
452135,JAF5176 ,230.46,10363.2,10782.3,0.0
71be29,KAL517  ,252.14,10972.8,11315.7,0.0
71be25,AAR541  ,222.88,12192.0,12954.0,0.0
151eba,SBI3749 ,212.55,10355.58,11041.38,0.0
4d21fc,RYR10LP ,208.66,9144.0,9631.68,0.0
4d21ea,RYR992R ,240.96,11277.6,11689.08,0.0
4ac9e9,SAS2822 ,223.27,11574.78,11955.78,0.0
845d1c,JAL331  ,252.8,12192.0,12969.24,0.0
a8c058,LTA663  ,64.07,1036.32,1082.04,0.0
405ee1,BAW309  ,192.0,7315.2,7650.48,0.0
43c6f9,TARTAN29,231.65,7010.4,7345.68,0.0
43c6f8,MADRS68 ,187.17,5166.36,5433.06,0.0
43c6f7,RRR2302 ,256.87,11887.2,12512.04,0.0
4b1806,SWR1820 ,248.41,11277.6,11795.76,0.0
e480cc,PRCCB   ,112.18,7315.2,7719.06,0.0
78140e,CHH750  ,261.55,10972.8,11430.0,0.0
471f03,WMT3030 ,223.64,10668.0,11026.14,0.0
801603,AIC2664 ,237.32,10668.0,11407.14,0.0
471f35,WZZ976  ,212.16,10668.0,11056.62,0.0
344409,VLG7UA  ,203.93,10668.0,11079.48,0.0
3c666a,DLH07W  ,231.68,10066.02,10454.64,0.0
e49443,AZU4651 ,227.5,11887.2,12573.0,0.0
40814a,AUR686D ,146.64,3962.4,4145.28,0.0
7c6b12,JST476  ,245.12,11269.98,11315.7,0.0
440db0,EJU47XH ,239.22,10668.0,11132.82,0.0
4b180c,SWR3YB  ,220.01,11582.4,12062.46,0.0
c08412,CJT569  ,207.6,9753.6,9997.44,0.0
02003c,RMAF202 ,145.54,6736.08,7101.84,0.0
a26f79,HBAL756 ,5.25,18684.24,19644.36,0.0
8963e7,UAE33T  ,251.73,12192.0,12626.34,0.0
4bb186,THY5YR  ,238.86,11887.2,12306.3,0.0
8963da,UAE9J   ,246.39,10972.8,11414.76,0.0
4cad89,SAS2513 ,209.74,11590.02,11978.64,0.0
4c01ed,ASL131  ,244.04,10660.38,10980.42,0.0
4cad7c,EIN91W  ,241.96,10363.2,10767.06,0.0
4cad7a,EIN45N  ,228.05,10972.8,11475.72,0.0
896530,FDB9CA  ,230.89,10972.8,11551.92,0.0
4ac9e3,SAS804  ,241.95,11879.58,12291.06,0.0
a75f15,UPS64   ,224.8,12192.0,12611.1,0.0
8963cc,ETD98V  ,250.55,10668.0,11079.48,0.0
484ee4,KLM54H  ,220.07,10363.2,10820.4,0.0
a119af,FDX1542 ,216.78,6400.8,6789.42,0.0
a01c34,N106NK  ,52.22,876.3,922.02,0.0
4b1f14,SFS10   ,70.03,1828.8,1927.86,0.0
8963b5,FDB4XE  ,222.44,11582.4,12367.26,0.0
4bb147,THY8    ,266.66,11277.6,11681.46,0.0
3465d8,VOE4BU  ,215.59,8831.58,9296.4,0.0
408143,DHK705  ,277.53,9448.8,9989.82,0.0
408142,DHK598  ,192.71,5791.2,6156.96,0.0
3c6670,DLH88J  ,231.48,10660.38,11117.58,0.0
e48120,GLO1512 ,56.59,9105.9,9601.2,0.0
3c666c,DLH8KX  ,172.36,4572.0,4792.98,0.0
70801b,LAO882  ,239.72,11582.4,12390.12,0.0
501c1d,SDR78JW ,231.2,10668.0,11079.48,0.0
a2d5eb,FDX1545 ,229.51,10370.82,11026.14,0.0
c07444,CNK91   ,248.39,10363.2,10949.94,0.0
4bbb22,TAH375  ,244.02,12192.0,12656.82,0.0
4bce47,SXS3YN  ,226.56,11582.4,12016.74,0.0
501c2f,CFG7XD  ,243.46,11567.16,12062.46,0.0
501c44,CTN4AS  ,241.58,10058.4,10477.5,0.0
501c16,CFG7VL  ,220.09,10370.82,10751.82,0.0
4b1887,SWR16F  ,252.79,10668.0,11026.14,0.0
3c65a2,DLH480  ,247.45,10972.8,11376.66,0.0
3c65a3,DLH453  ,254.19,11887.2,12306.3,0.0
3c65d7,DLH57P  ,240.92,10363.2,10767.06,0.0
3c65c5,DLH906  ,232.34,11582.4,12024.36,0.0
3c65d4,DLH6PU  ,224.59,11277.6,11734.8,0.0
3c65d0,DLH4JV  ,223.27,11887.2,12321.54,0.0
4400b2,EJU37TY ,225.78,11590.02,12039.6,0.0
471f5d,WMT193  ,208.9,11887.2,12420.6,0.0
e0b281,JES3826 ,260.8,11277.6,11864.34,0.0
e48ba7,TAM8084 ,253.95,10363.2,11071.86,0.0
e48ba5,PRFMW   ,249.59,9105.9,9601.2,0.0
471f6d,WMT77SZ ,223.45,10668.0,11010.9,0.0
e0b286,FBZ5210 ,197.45,11582.4,11887.2,0.0
8014ba,VTSFU   ,221.1,10675.62,11407.14,0.0
3f6533,GAF613  ,222.7,12192.0,12588.24,0.0
471f87,WZZ8AX  ,229.26,11582.4,12047.22,0.0
471f81,WZZ1806 ,229.55,11582.4,11963.4,0.0
e492b0,AZU2998 ,251.8,11879.58,12542.52,0.0
3de8e3,CHX62   ,211.36,9105.9,9601.2,0.0
75833a,PAL654  ,257.47,11582.4,12306.3,0.0
a2845d,N261T   ,87.61,1950.72,2065.02,0.0
86d6ac,JAL707  ,250.21,11582.4,12367.26,0.0
780a4a,CPA961  ,121.72,1402.08,1478.28,0.0
3571c9,MRL33   ,141.05,487.68,548.64,0.0
780a3f,CPA3291 ,245.95,11582.4,12260.58,0.0
45d965,VKG1487 ,235.0,10972.8,11475.72,0.0
501c25,CTN513  ,225.24,10066.02,10469.88,0.0
4ca5c8,EIN34J  ,235.82,9753.6,10104.12,0.0
4853d0,TRA44A  ,232.18,11582.4,12024.36,0.0
501c22,Unknown,242.5,10668.0,11353.8,0.0
477ff2,BRK90   ,246.77,10668.0,11239.5,0.0
a4ab85,N40NS   ,269.58,13106.4,13472.16,0.0
a41412,DAL1385 ,238.52,9753.6,10347.96,0.0
3c65cb,DLH3LA  ,225.04,11277.6,11696.7,0.0
3c65cc,DLH7FF  ,231.55,11582.4,12039.6,0.0
3c65d9,DLH6CM  ,166.91,3962.4,4160.52,0.0
7809b8,CES5009 ,239.34,11582.4,11673.84,0.0
4400e3,EJU64BJ ,246.41,10972.8,11490.96,0.0
408067,EXS22A  ,235.97,11277.6,11780.52,0.0
3c674a,DLH1FL  ,225.65,11597.64,12016.74,0.0
a2d42e,N2811A  ,83.88,2407.92,2522.22,0.0
7c7cc3,HM4     ,75.05,1371.6,1516.38,0.0
4866df,TRA49P  ,225.24,10972.8,11666.22,0.0
47c20e,NOR246  ,60.5,579.12,678.18,0.0
489229,ENT51JA ,224.88,11277.6,11856.72,0.0
4bb103,THY8JK  ,278.72,11887.2,12115.8,0.0
8963df,UAE59   ,245.91,11582.4,12024.36,0.0
489228,ENT95NX ,175.84,6400.8,6720.84,0.0
8963f3,UAE4PV  ,247.12,11582.4,11932.92,0.0
4bb144,THY6    ,254.55,10668.0,11064.24,0.0
4bb145,THY2AY  ,229.12,11277.6,11597.64,0.0
8963cf,ETD75F  ,135.55,2133.6,2255.52,0.0
8963e1,UAE35   ,27.78,9105.9,9601.2,0.0
ac159a,RPA5700 ,252.18,10058.4,10660.38,0.0
a40d8d,DAL1330 ,214.59,10370.82,10949.94,0.0
85188c,JAL698  ,236.82,11277.6,12062.46,0.0
344487,AEA62YU ,234.94,11277.6,11590.02,0.0
02a262,TAR635  ,216.73,10675.62,11140.44,0.0
4864eb,KLM1678 ,213.99,11582.4,12009.12,0.0
4851ad,KLM661  ,267.39,10363.2,10767.06,0.0
a8c006,GTI791  ,253.99,10675.62,11323.32,0.0
502fab,PNC4012 ,26.97,594.36,617.22,0.0
a9afe7,NKS2127 ,232.57,10980.42,11658.6,0.0
40803f,TOM52G  ,240.82,10972.8,11437.62,0.0
3c6745,DLH9TK  ,218.92,10668.0,11117.58,0.0
495308,TAP432  ,224.74,10363.2,10858.5,0.0
a3915a,AAL2007 ,226.97,10972.8,11643.36,0.0
e492aa,AZU4987 ,231.83,11887.2,12588.24,0.0
14fc07,64781   ,245.98,10058.4,9601.2,0.0
40804e,WUK3312 ,224.61,10965.18,11521.44,0.0
4bb20f,THY8ZQ  ,216.73,10363.2,10759.44,0.0
aaf8f1,JBU306  ,240.59,10668.0,11308.08,0.0
e48fcb,TAM3967 ,240.88,9745.98,10340.34,0.0
4951cc,TAP16AL ,229.06,11277.6,11971.02,0.0
3c6715,DLH2P   ,240.44,12496.8,12900.66,0.0
3c6716,DLH436  ,262.55,11582.4,11940.54,0.0
a2f9b3,FDX130  ,264.98,10058.4,10561.32,0.0
408086,TOM8AM  ,259.8,10363.2,10767.06,0.0
4851b3,KLM105  ,250.9,9448.8,9989.82,0.0
781370,CSH9253 ,249.09,9144.0,9776.46,0.0
780035,RLH5003 ,248.87,8412.48,8983.98,0.0
471f71,WMT947  ,233.61,10363.2,10789.92,0.0
471f63,WMT435  ,218.7,10965.18,11323.32,0.0
471f62,WMT726  ,236.0,10972.8,11422.38,0.0
8014ed,AIC2446 ,230.42,11277.6,11971.02,0.0
e0b255,ARG1314 ,239.99,11887.2,12245.34,0.0
3c6593,DLH2690 ,228.01,11582.4,12024.36,0.0
02a1a4,LBT733  ,229.01,10675.62,11239.5,0.0
3c542f,BCS6033 ,236.87,10058.4,10401.3,0.0
408058,BO225   ,218.46,11582.4,11986.26,0.0
408052,EZY29FX ,204.8,8839.2,9166.86,0.0
408053,EZY71UK ,225.43,11582.4,12336.78,0.0
ac0906,AAL180  ,261.26,12489.18,12870.18,0.0
4d21dc,KMM101  ,212.9,11277.6,11681.46,0.0
4d21e9,RYR32CX ,205.68,11582.4,12115.8,0.0
4cad91,SAS54N  ,224.02,11582.4,12016.74,0.0
4cad96,SAS2545 ,214.48,11582.4,11963.4,0.0
4d21f0,RYR8337 ,211.97,10972.8,11483.34,0.0
a3a9a3,DAL2933 ,236.21,10972.8,11635.74,0.0
ad45a4,AAL3029 ,248.24,10668.0,11094.72,0.0
4bb20b,THY1SY  ,241.14,10668.0,10949.94,0.0
4bb20d,THY7WP  ,222.24,10363.2,10751.82,0.0
3c658e,DLH2RL  ,234.33,11277.6,11727.18,0.0
447851,SEG14   ,21.27,723.9,807.72,0.0
a1a0a1,JBU505  ,250.52,9768.84,10393.68,0.0
47bf9d,NSZ5321 ,225.93,11277.6,11704.32,0.0
7c6c2d,VOZ9274 ,179.29,11574.78,11856.72,0.0
39d310,TVF74FK ,214.34,11582.4,12085.32,0.0
39d318,TVF8068 ,235.56,11582.4,12352.02,0.0
39d317,TVF52RC ,221.56,11277.6,11643.36,0.0
408227,BAW742  ,218.09,10652.76,11064.24,0.0
3c6710,DLH490  ,249.84,12192.0,12588.24,0.0
a5237f,DAL227  ,246.67,11887.2,12557.76,0.0
4ca6a4,RYR54RR ,234.67,11277.6,11719.56,0.0
781343,CCA911  ,219.51,10972.8,11247.12,0.0
acc1f3,DAL724  ,232.96,10972.8,11666.22,0.0
4851f6,KLM591  ,266.1,9448.8,9883.14,0.0
4851f5,KLM835  ,243.86,11277.6,12039.6,0.0
881425,AIQ3256 ,230.44,7620.0,8107.68,0.0
850e58,JAL498  ,229.85,10058.4,10744.2,0.0
4520cf,JAF727  ,232.04,11582.4,12092.94,0.0
8014db,AIC2878 ,246.88,9753.6,10332.72,0.0
8014d3,IGO5928 ,242.24,11574.78,12359.64,0.0
4aca94,NSZ3613 ,249.71,10972.8,11361.42,0.0
4aca93,NSZ3407 ,233.31,10363.2,10965.18,0.0
348206,VLG2HW  ,255.75,10972.8,11369.04,0.0
3c79b8,CFG5CE  ,222.37,10652.76,11087.1,0.0
aafbfa,WMN807  ,269.26,13716.0,14119.86,0.0
405e24,TOM2MY  ,221.65,8839.2,9144.0,0.0
449683,JAF1MA  ,242.72,11582.4,11932.92,0.0
4690f9,AEE5EF  ,240.69,10972.8,11277.6,0.0
02a1a3,LBT726  ,238.94,10972.8,11490.96,0.0
02a1a6,LBT214  ,234.19,10965.18,11483.34,0.0
02a1a5,LBT249  ,240.22,10675.62,11125.2,0.0
4a2aac,DNA405  ,247.46,10363.2,10713.72,0.0
39e688,AFR39LA ,246.53,10058.4,10507.98,0.0
a87078,ATN3318 ,243.79,10668.0,11315.7,0.0
a33e2d,N308MR  ,228.51,13106.4,13837.92,0.0
800756,IGO5247 ,238.84,10972.8,11643.36,0.0
4bb20a,THY9AJ  ,216.52,10668.0,11170.92,0.0
48922b,ENT1202 ,257.35,10972.8,11681.46,0.0
ad4873,AAL2728 ,238.87,9753.6,10355.58,0.0
8830f2,TLM789  ,92.09,838.2,822.96,0.0
8830ec,TLM647  ,222.3,7924.8,8412.48,0.0
8830ef,SL629   ,230.13,9753.6,10416.54,0.0
4bb207,THY9ZB  ,239.09,10972.8,11430.0,0.0
4bb209,THY9KC  ,225.7,11277.6,11750.04,0.0
151efa,SBI3050 ,232.74,10972.8,11003.28,0.0
a09b65,CSB7503 ,240.33,11277.6,11925.3,0.0
40736b,ULR85H  ,80.49,1440.18,1569.72,0.0
4692cd,AEE553  ,250.31,11277.6,11727.18,0.0
4aca89,NSZ3YL  ,232.49,10980.42,11384.28,0.0
4aca88,NSZ2621 ,230.57,11887.2,12321.54,0.0
4aca83,NSZ83AH ,246.1,10972.8,11384.28,0.0
4aca84,NSZ2893 ,253.01,11582.4,12123.42,0.0
accd13,AAL10Q  ,223.12,10668.0,11315.7,0.0
343183,INI222  ,197.83,10370.82,10896.6,0.0
e49ec3,PPLJL   ,84.37,1021.08,1089.66,0.0
78008c,CSN6303 ,210.35,9791.7,10347.96,0.0
0a001b,DAH1427 ,230.06,10668.0,11247.12,0.0
3c64a5,DLH1768 ,249.44,10058.4,10736.58,0.0
3c64a1,DLH686  ,240.38,10058.4,10408.92,0.0
a390ed,DAL1337 ,237.69,11590.02,12298.68,0.0
39d30b,TVF3753 ,206.44,10972.8,11475.72,0.0
39d30f,TVF79XX ,246.5,11277.6,11658.6,0.0
3c656e,DLH2K   ,256.46,10972.8,11346.18,0.0
3c64aa,DLH2556 ,232.55,10058.4,10378.44,0.0
4080ea,BAW388  ,232.9,10668.0,11125.2,0.0
3c64ae,DLH5YP  ,229.65,9761.22,10180.32,0.0
0a0049,Unknown,243.87,11277.6,11879.58,0.0
3c64af,DLH582  ,241.98,11269.98,11811.0,0.0
a2e806,ASA111  ,209.39,9753.6,10066.02,0.0
ade252,JBU869  ,245.19,10370.82,11003.28,0.0
3c64a7,DLH680  ,243.34,10043.16,10408.92,0.0
3c6569,DLH568  ,235.84,11277.6,11788.14,0.0
4ca76f,EIN404  ,215.44,10675.62,11026.14,0.0
4bcdfa,SXS1EE  ,228.46,11582.4,11955.78,0.0
ace96d,AAL1088 ,240.79,10972.8,11650.98,0.0
3c79b7,CFG859  ,59.85,106.68,175.26,0.0
4d2038,KMM307  ,243.36,11277.6,11841.48,0.0
3c66eb,DLH6PJ  ,231.05,10668.0,11117.58,0.0
4692cc,AEE539  ,227.29,11285.22,11750.04,0.0
0d0f50,VTM9901 ,245.48,10050.78,10645.14,0.0
e48fb5,GLO1623 ,51.44,9105.9,9601.2,0.0
acd64b,AAL1849 ,241.12,10050.78,10675.62,0.0
4bcde1,SXS3PV  ,232.16,11582.4,11986.26,0.0
ace965,PDT5833 ,242.14,9753.6,10370.82,0.0
4bcde3,SXS4FX  ,244.18,11277.6,11643.36,0.0
4bcde5,SXS7LP  ,229.17,11597.64,11925.3,0.0
aa8cb2,RPA3633 ,238.7,10058.4,10675.62,0.0
4ca73f,RYR369T ,205.5,9144.0,9555.48,0.0
a22ee9,N24NY   ,0.51,335.28,403.86,0.0
0a0079,DAH1109 ,202.77,11887.2,12374.88,0.0
acc282,CVR300  ,73.1,1211.58,1264.92,0.0
0a004b,DAH3024 ,255.8,11277.6,11772.9,0.0
40823d,EXS22EF ,221.42,10972.8,11414.76,0.0
3c6572,DLH408  ,250.33,10972.8,11361.42,0.0
3cfbb0,IJM55P  ,207.34,10972.8,11452.86,0.0
4ca737,RYR60CY ,226.6,10972.8,11590.02,0.0
4bcdd2,SXS7N   ,235.92,11887.2,12268.2,0.0
4bcdd4,SXS5RY  ,228.45,10972.8,11300.46,0.0
478ce7,WIF6    ,164.8,7620.0,7696.2,0.0
4ca765,RYR44RG ,239.23,11582.4,12016.74,0.0
44d9a6,OOVMF   ,239.02,9144.0,9585.96,0.0
493282,NJE325C ,212.3,12496.8,12969.24,0.0
70e06d,KME9756 ,237.52,9151.62,9745.98,0.0
493284,NJE730H ,191.38,13716.0,14234.16,0.0
4892c9,ENT52LY ,227.42,11277.6,11894.82,0.0
34569a,VOE4GF  ,240.6,11277.6,11788.14,0.0
300a3a,ITY1174 ,209.99,10972.8,11490.96,0.0
300a3c,SIO801  ,268.54,12496.8,13098.78,0.0
8a0508,CTV949  ,219.38,10660.38,11369.04,0.0
4bb2b0,THY2TP  ,232.2,8534.4,8938.26,0.0
4bb1e3,THY2KM  ,241.34,10972.8,11430.0,0.0
4aca8f,NSZ3306 ,235.53,11887.2,12352.02,0.0
4aca8c,NSZ5YD  ,237.61,11277.6,11704.32,0.0
4aca99,NOZ1246 ,224.42,7315.2,7650.48,0.0
87455c,ANA269  ,251.07,11574.78,12359.64,0.0
c03517,WJA564  ,256.59,10668.0,11125.2,0.0
47880f,NSZ5051 ,218.65,10363.2,10751.82,0.0
4acb5a,SAS355  ,195.07,9144.0,9144.0,0.0
30024a,CAN23   ,94.94,2750.82,2933.7,0.0
4b906d,PGT663D ,224.31,9761.22,10172.7,0.0
4d2016,ALE85   ,146.57,8534.4,8968.74,0.0
4080e9,BAW541A ,228.81,10980.42,11445.24,0.0
3c64c6,DLH594  ,237.35,10668.0,11186.16,0.0
47bf10,DOC96   ,70.91,297.18,350.52,0.0
a70c67,AAL2773 ,251.0,10668.0,11384.28,0.0
71041a,SVA201  ,232.13,10980.42,11544.3,0.0
4080f6,EZY64YQ ,208.15,10972.8,11452.86,0.0
44d9ec,OOVOL   ,50.06,792.48,876.3,0.0
0a007a,DAH1151 ,220.35,10668.0,11193.78,0.0
0a0087,DAH2070 ,256.11,12192.0,12710.16,0.0
a83f98,TYSON43 ,233.59,11277.6,11940.54,0.0
02a1b4,LBT511  ,230.1,10668.0,11148.06,0.0
6832ae,UPAV001 ,187.05,10668.0,11064.24,0.0
a56103,N446BC  ,131.81,8534.4,9060.18,0.0
a38db4,AAL1462 ,253.55,10058.4,10652.76,0.0
346605,IBE2601 ,219.02,12192.0,12725.4,0.0
4ab821,NSZ5071 ,222.16,10668.0,10980.42,0.0
34660e,VOE2385 ,214.04,10980.42,11391.9,0.0
0200eb,RAM724A ,230.46,10972.8,11506.2,0.0
4bb203,THY662  ,249.19,10652.76,11087.1,0.0
4bb202,THY6HG  ,237.0,11277.6,11696.7,0.0
4bb205,THY2YL  ,229.57,10972.8,11430.0,0.0
3c5eee,EWG72M  ,232.07,11277.6,11788.14,0.0
a0dd44,FDX1865 ,232.37,10675.62,11269.98,0.0
3c6635,DLH6UW  ,250.97,10058.4,10500.36,0.0
4b15d8,EDW3A   ,252.61,12496.8,12862.56,0.0
4080b2,GJADN   ,143.87,7924.8,8321.04,0.0
3c64f8,DLH416  ,247.79,10668.0,11041.38,0.0
4ca75e,RYR9424 ,233.18,11277.6,11772.9,0.0
78138c,Unknown,226.64,11003.28,11757.66,0.0
4bcdeb,SXS47B  ,240.7,11277.6,11666.22,0.0
486649,CND245  ,249.65,10668.0,11300.46,0.0
4bcdec,SXS43T  ,233.54,11582.4,11963.4,0.0
394c09,AFR56SJ ,249.52,10066.02,10447.02,0.0
c01d2d,FLE521  ,215.27,10972.8,11559.54,0.0
3c64f7,DLH758  ,227.01,10058.4,10401.3,0.0
3c64f0,DLH3V   ,249.02,10363.2,10759.44,0.0
0a0084,DAH4063 ,214.85,12199.62,12854.94,0.0
a4281d,UPS984  ,265.6,10972.8,11445.24,0.0
4080cf,TOM71T  ,246.45,11574.78,11910.06,0.0
78215d,CDC8054 ,235.21,10058.4,10797.54,0.0
4080e0,BAW652  ,232.63,9448.8,9936.48,0.0
0a0024,DAH1216 ,253.18,10363.2,10896.6,0.0
862dd8,JAL923  ,73.14,396.24,434.34,0.0
401e04,GBGYH   ,46.23,320.04,381.0,0.0
4d2208,RYR65AF ,234.2,11277.6,11856.72,0.0
485a84,TFL3NM  ,232.67,11582.4,12024.36,0.0
862db6,JAL634  ,243.18,11887.2,12656.82,0.0
485a83,TFL9DL  ,218.89,11277.6,11696.7,0.0
780a17,CPA549  ,265.43,11582.4,12336.78,0.0
3986e0,AFR12LF ,221.95,10668.0,11117.58,0.0
4d222a,RYR60HJ ,224.59,11582.4,12009.12,0.0
4d2233,RYR11GY ,215.85,11597.64,12016.74,0.0
896c15,FR131   ,155.77,2857.5,2941.32,0.0
4080e1,BAW536  ,208.47,11277.6,11696.7,0.0
aa4572,N761CA  ,56.11,2125.98,2202.18,0.0
861eb4,ADO32   ,239.64,7924.8,8328.66,0.0
738c0b,ICL852  ,247.73,10668.0,11430.0,0.0
4080c0,BAW26V  ,236.46,11269.98,11666.22,0.0
4080c2,RUK23FH ,222.17,10972.8,11536.68,0.0
4bcdf4,SXS9UB  ,221.58,10972.8,11330.94,0.0
4bcde6,SXS3DE  ,224.87,11582.4,12001.5,0.0
4bcde9,SXS2R   ,231.82,11277.6,11734.8,0.0
4a0483,DIR2027 ,238.73,10363.2,10957.56,0.0
4ca760,RYR79DL ,213.62,11277.6,11689.08,0.0
70605f,KAC117  ,260.36,10363.2,10767.06,0.0
706072,KAC127  ,243.75,10363.2,10789.92,0.0
a29980,FDX1750 ,231.36,10980.42,11711.94,0.0
a1a1b6,RPA5753 ,198.8,3878.58,4069.08,0.0
a9aebe,AAL733  ,260.67,10363.2,10721.34,0.0
abb54f,SWA4248 ,221.57,12496.8,13205.46,0.0
4ca815,RYR32LA ,217.36,11277.6,11780.52,0.0
4ca813,RYR51FP ,226.16,11887.2,12321.54,0.0
a27330,HBAL732 ,2.77,15544.8,16329.66,0.0
4ca849,RYR9MR  ,215.48,10058.4,10469.88,0.0
4ca847,RYR2UR  ,216.69,9753.6,10271.76,0.0
706058,KAC101  ,249.14,10972.8,11315.7,0.0
400879,BAW761  ,196.71,9144.0,9509.76,0.0
ab87c8,FDX38   ,269.79,10668.0,11231.88,0.0
a5225b,N43SF   ,273.48,11277.6,11932.92,0.0
3c6652,DLH3TN  ,223.48,9753.6,10172.7,0.0
3c6653,DLH7KY  ,218.04,10972.8,11513.82,0.0
408170,AUR2BM  ,138.35,3962.4,4145.28,0.0
4b15ed,EDW298  ,234.37,11574.78,12031.98,0.0
4009cd,ZODIAC74,208.51,7581.9,7932.42,0.0
ab6519,SKW4144 ,206.77,10972.8,11574.78,0.0
7103d6,SVA061  ,250.65,10363.2,10698.48,0.0
4d2237,RYR25TN ,209.76,10972.8,11422.38,0.0
0200ef,RAM626  ,219.79,10972.8,11544.3,0.0
44ce72,BEL2JE  ,220.13,10972.8,11422.38,0.0
896319,UAE46F  ,240.14,11277.6,12031.98,0.0
39a535,VLJ164V ,204.08,12496.8,12969.24,0.0
896316,UAE135  ,241.67,10972.8,11361.42,0.0
44ce66,BEL7YC  ,240.96,11582.4,12054.84,0.0
89630a,UAE338  ,233.73,8526.78,9136.38,0.0
4bb0e6,THY900  ,242.67,10972.8,11498.58,0.0
4bb0ea,THY48L  ,261.64,12192.0,13114.02,0.0
896333,FDB759  ,235.64,11582.4,12420.6,0.0
4bb0ec,THY1PE  ,257.04,12496.8,12946.38,0.0
4bb0ef,THY209  ,261.77,12192.0,13106.4,0.0
4bb0f2,THY1HU  ,263.61,11887.2,12291.06,0.0
405456,EFW64C  ,210.48,10363.2,10843.26,0.0
4ca810,RYR5SH  ,240.3,9753.6,10393.68,0.0
02a0ad,TAR997  ,244.42,11277.6,11856.72,0.0
7cae05,NWK1623 ,209.27,9753.6,9936.48,0.0
4ca805,RYR66ZH ,238.39,11277.6,11811.0,0.0
4ca804,RYR64PB ,223.32,11277.6,11711.94,0.0
4ca808,RYR108Z ,246.75,11277.6,11673.84,0.0
4009d8,BAW727G ,248.27,11582.4,12009.12,0.0
4009cb,ZODIAC75,160.93,7315.2,7642.86,0.0
4d2017,FJO97   ,271.12,13106.4,13655.04,0.0
a3ed7c,DAL1504 ,231.61,11582.4,12306.3,0.0
440237,EJU31ND ,225.09,10980.42,11483.34,0.0
46b825,AEE3BR  ,251.56,10668.0,11148.06,0.0
a4c592,JBU32   ,249.79,9761.22,10142.22,0.0
7583e7,CEB789  ,227.59,11277.6,12108.18,0.0
39d302,TVF16UB ,228.92,11582.4,12260.58,0.0
4009f9,EFW9HF  ,249.9,10972.8,11384.28,0.0
39d300,TVF7530 ,240.75,11277.6,11696.7,0.0
a452c4,DAL1200 ,234.79,10363.2,11010.9,0.0
739600,HFA702  ,139.94,5181.6,5433.06,0.0
a2f6b3,ENY3992 ,228.87,9753.6,10332.72,0.0
ac2d32,FDX1423 ,239.99,11582.4,12283.44,0.0
3c6482,DLH1306 ,244.47,10668.0,11064.24,0.0
440c8c,AUA5LE  ,140.14,3063.24,3299.46,0.0
0d0e04,VOI119  ,230.15,11582.4,12298.68,0.0
7c6d9a,QFA781  ,234.31,9144.0,9197.34,0.0
3c6421,CFG143  ,236.05,10965.18,11399.52,0.0
3c6423,CFG5MT  ,214.8,10058.4,10439.4,0.0
7c6d78,JST974  ,171.25,10972.8,11056.62,0.0
3c6472,CFG9YW  ,236.21,9753.6,10203.18,0.0
3de747,HSOVJ2  ,61.79,1043.94,1135.38,0.0
706057,KAC121  ,220.17,11582.4,12222.48,0.0
a03398,UCA4970 ,220.39,7315.2,7764.78,0.0
4ca82e,EJU32JB ,228.15,10980.42,11414.76,0.0
7c6d7f,JST957  ,252.68,10668.0,10789.92,0.0
3c6429,CFG9VK  ,235.98,10972.8,11422.38,0.0
151de2,SDM6721 ,233.06,10972.8,11049.0,0.0
3c6427,CFG5CY  ,231.45,10980.42,11399.52,0.0
a72f2b,N562JL  ,186.17,4472.94,4678.68,0.0
3c6494,EWG70L  ,244.09,10355.58,10736.58,0.0
3c6495,EWG6NJ  ,226.88,10363.2,10797.54,0.0
346649,VOE80HE ,215.62,10972.8,11498.58,0.0
